REF_AREA,Reference area,MEDICAL_TECH,Medical technology,TIME_PERIOD,OBS_VALUE
ITA,Italy,RT,Radiation therapy equipment,2002,4.54
ITA,Italy,RT,Radiation therapy equipment,2001,3.97
ITA,Italy,RT,Radiation therapy equipment,2000,3.74
ITA,Italy,RT,Radiation therapy equipment,1999,3.67
ITA,Italy,RT,Radiation therapy equipment,1998,3.11
ITA,Italy,RT,Radiation therapy equipment,1997,2.43
ITA,Italy,GAMMA,Gamma cameras,2022,6.72
ITA,Italy,GAMMA,Gamma cameras,2021,6.82
ITA,Italy,GAMMA,Gamma cameras,2020,7.89
ITA,Italy,GAMMA,Gamma cameras,2019,7.85
ITA,Italy,GAMMA,Gamma cameras,2018,7.73
ITA,Italy,GAMMA,Gamma cameras,2017,8.2
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2001,9.07
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2000,7.76
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,1999,6.25
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,1998,5.82
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,1997,4.11
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2022,40.46
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2021,39
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2020,37.43
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2019,36.45
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2018,35.47
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2017,34.88
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2016,34.58
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2015,33.59
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2014,33.16
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2013,33.06
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2012,32.93
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2011,32.27
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2010,31.88
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2009,31.6
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2008,30.75
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2007,30.38
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2006,29.16
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2005,27.73
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2004,26.16
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2003,23.89
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2002,24.03
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2001,23.01
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,2000,21.13
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,1999,18.99
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,1998,18.01
ITA,Italy,CT_SCAN,Computed tomography (CT) scanners,1997,14.8
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2022,3.77
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2021,3.77
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2020,3.62
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2019,3.55
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2018,3.47
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2017,3.37
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2016,3.26
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2015,3.07
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2014,2.92
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2013,2.88
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2012,2.69
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2011,2.35
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2010,2.12
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2009,2.01
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2008,2.03
ITA,Italy,PET_SCAN,Positron emission tomography (PET) scanners,2007,1.79
ITA,Italy,MAMM,Mammographs,2022,36.66
ITA,Italy,MAMM,Mammographs,2021,36.24
ITA,Italy,MAMM,Mammographs,2020,35.26
ITA,Italy,MAMM,Mammographs,2019,34.51
ITA,Italy,MAMM,Mammographs,2018,34.19
ITA,Italy,MAMM,Mammographs,2017,33.95
ITA,Italy,MAMM,Mammographs,2016,34.47
ITA,Italy,MAMM,Mammographs,2015,34.17
ITA,Italy,MAMM,Mammographs,2014,34.17
ITA,Italy,MAMM,Mammographs,2013,33.48
ITA,Italy,MAMM,Mammographs,2012,33.11
ITA,Italy,MAMM,Mammographs,2011,32.85
ITA,Italy,MAMM,Mammographs,2010,32
ITA,Italy,MAMM,Mammographs,2009,31.77
ITA,Italy,MAMM,Mammographs,2008,30.48
ITA,Italy,MAMM,Mammographs,2007,26.96
ITA,Italy,RT,Radiation therapy equipment,2022,7.41
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2022,32.9
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2021,31.96
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2020,31.14
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2019,30.22
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2018,28.94
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2017,28.92
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2016,28.65
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2015,28.47
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2014,26.39
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2013,25.17
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2012,24.36
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2011,23.91
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2010,22.27
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2009,21.43
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2008,19.93
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2007,18.67
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2006,16.88
ITA,Italy,MRI,Magnetic resonance imaging (MRI) units,2005,14.96
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,2017,111.3
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,2014,107.17
JPN,Japan,GAMMA,Gamma cameras,2008,12.37
JPN,Japan,MAMM,Mammographs,2020,33.78
JPN,Japan,MAMM,Mammographs,2017,34.26
JPN,Japan,MAMM,Mammographs,2014,33.04
JPN,Japan,MAMM,Mammographs,2011,31.57
JPN,Japan,MAMM,Mammographs,2008,29.61
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,2011,101.25
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,2008,96.97
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,2002,92.62
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,1999,84.41
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,1996,74.7
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,1993,63.7
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,1990,55.18
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,1987,37.25
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,1984,24.26
JPN,Japan,CT_SCAN,Computed tomography (CT) scanners,1981,14.36
JPN,Japan,GAMMA,Gamma cameras,2020,11.19
JPN,Japan,GAMMA,Gamma cameras,2017,11.46
JPN,Japan,GAMMA,Gamma cameras,2014,11.71
JPN,Japan,GAMMA,Gamma cameras,2011,11.98
JPN,Japan,RT,Radiation therapy equipment,2005,6.83
JPN,Japan,RT,Radiation therapy equipment,2002,6.57
JPN,Japan,PET_SCAN,Positron emission tomography (PET) scanners,2020,4.71
JPN,Japan,PET_SCAN,Positron emission tomography (PET) scanners,2017,4.62
JPN,Japan,PET_SCAN,Positron emission tomography (PET) scanners,2014,4.3
JPN,Japan,PET_SCAN,Positron emission tomography (PET) scanners,2011,3.65
JPN,Japan,PET_SCAN,Positron emission tomography (PET) scanners,2008,3.67
JPN,Japan,PET_SCAN,Positron emission tomography (PET) scanners,2005,2.18
JPN,Japan,PET_SCAN,Positron emission tomography (PET) scanners,2002,0.44
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,2020,57.39
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,2017,55.12
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,2014,51.69
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,2011,46.86
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,2008,42.96
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,2005,40.14
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,2002,35.32
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,1999,23.19
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,1996,18.75
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,1993,12.48
JPN,Japan,MRI,Magnetic resonance imaging (MRI) units,1990,6.12
KOR,Korea,MAMM,Mammographs,2006,33.98
KOR,Korea,MAMM,Mammographs,2005,28.81
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,1997,5.14
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,1996,4.7
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,1995,3.86
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,1994,2.87
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,1993,1.81
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,1992,1.39
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2013,24.35
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2012,23.37
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2011,21.27
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2010,19.88
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2009,18.74
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2008,17.43
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2007,15.96
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2006,13.56
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2005,12.12
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2004,11.04
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2003,8.98
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2002,7.85
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2001,6.8
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2000,5.4
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2014,36.85
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2013,37.5
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2012,36.93
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2011,35.79
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2010,35.17
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2009,36.71
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2008,36.45
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2007,36.95
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2006,33.63
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2005,32.31
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2004,31.51
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2003,31.86
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2002,30.94
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2001,27.3
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2000,28.38
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,1999,22.97
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,1998,23.07
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,1997,21.02
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,1996,20.12
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,1995,15.5
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,1994,13.69
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,1993,12.22
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2022,37.46
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2021,35.48
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2020,34.24
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2019,31.99
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2018,30.11
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2017,29.13
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2016,27.82
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2015,26.27
KOR,Korea,MRI,Magnetic resonance imaging (MRI) units,2014,25.5
KOR,Korea,MAMM,Mammographs,2004,27.14
KOR,Korea,MAMM,Mammographs,2003,24.76
KOR,Korea,MAMM,Mammographs,2002,19.41
KOR,Korea,MAMM,Mammographs,2001,13.53
KOR,Korea,MAMM,Mammographs,2000,13.25
KOR,Korea,RT,Radiation therapy equipment,2022,6.86
KOR,Korea,RT,Radiation therapy equipment,2021,6.82
KOR,Korea,RT,Radiation therapy equipment,2020,6.62
KOR,Korea,RT,Radiation therapy equipment,2019,6.41
KOR,Korea,RT,Radiation therapy equipment,2018,6.24
KOR,Korea,RT,Radiation therapy equipment,2017,6.09
KOR,Korea,RT,Radiation therapy equipment,2016,5.84
KOR,Korea,RT,Radiation therapy equipment,2015,5.68
KOR,Korea,RT,Radiation therapy equipment,2014,5.6
KOR,Korea,RT,Radiation therapy equipment,2013,5.63
KOR,Korea,RT,Radiation therapy equipment,2012,5.4
KOR,Korea,RT,Radiation therapy equipment,2011,5.55
KOR,Korea,RT,Radiation therapy equipment,2010,5.43
KOR,Korea,RT,Radiation therapy equipment,2009,5.27
KOR,Korea,RT,Radiation therapy equipment,2008,5.01
KOR,Korea,RT,Radiation therapy equipment,2007,5.07
KOR,Korea,RT,Radiation therapy equipment,2006,4.69
KOR,Korea,RT,Radiation therapy equipment,2005,4.52
KOR,Korea,RT,Radiation therapy equipment,2004,4.58
KOR,Korea,RT,Radiation therapy equipment,2003,4.59
KOR,Korea,RT,Radiation therapy equipment,2002,4.47
KOR,Korea,RT,Radiation therapy equipment,2001,4.75
KOR,Korea,RT,Radiation therapy equipment,2000,5.32
KOR,Korea,RT,Radiation therapy equipment,1999,4.93
KOR,Korea,RT,Radiation therapy equipment,1998,3.85
KOR,Korea,RT,Radiation therapy equipment,1997,3.79
KOR,Korea,RT,Radiation therapy equipment,1996,3.54
KOR,Korea,RT,Radiation therapy equipment,1995,4.08
KOR,Korea,RT,Radiation therapy equipment,1994,4.01
KOR,Korea,RT,Radiation therapy equipment,1993,4.5
KOR,Korea,RT,Radiation therapy equipment,1992,4.5
KOR,Korea,GAMMA,Gamma cameras,2022,6.04
KOR,Korea,GAMMA,Gamma cameras,2021,5.99
KOR,Korea,GAMMA,Gamma cameras,2020,6.02
KOR,Korea,GAMMA,Gamma cameras,2019,5.85
KOR,Korea,GAMMA,Gamma cameras,2018,5.93
KOR,Korea,GAMMA,Gamma cameras,2017,5.9
KOR,Korea,GAMMA,Gamma cameras,2016,5.86
KOR,Korea,GAMMA,Gamma cameras,2015,5.76
KOR,Korea,GAMMA,Gamma cameras,2014,5.73
KOR,Korea,GAMMA,Gamma cameras,2013,5.65
KOR,Korea,GAMMA,Gamma cameras,2012,5.5
KOR,Korea,GAMMA,Gamma cameras,2011,5.31
KOR,Korea,GAMMA,Gamma cameras,2010,4.8
KOR,Korea,GAMMA,Gamma cameras,2009,4.6
KOR,Korea,GAMMA,Gamma cameras,2008,4.3
KOR,Korea,GAMMA,Gamma cameras,2007,4.54
KOR,Korea,GAMMA,Gamma cameras,2006,3.22
KOR,Korea,GAMMA,Gamma cameras,2005,3.05
KOR,Korea,GAMMA,Gamma cameras,2004,2.89
KOR,Korea,GAMMA,Gamma cameras,2003,2.78
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2022,44.45
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2021,42.19
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2020,40.59
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2019,39.58
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2018,38.6
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2017,38.24
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2016,37.82
KOR,Korea,CT_SCAN,Computed tomography (CT) scanners,2015,37.03
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2022,3.37
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2021,3.46
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2020,3.61
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2019,3.69
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2018,3.78
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2017,3.89
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2016,4.06
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2015,3.96
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2014,4.08
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2013,4.1
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2012,3.8
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2011,3.3
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2010,3.13
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2009,2.78
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2008,2.28
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2007,1.89
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2006,1.3
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2005,0.68
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2004,0.58
KOR,Korea,PET_SCAN,Positron emission tomography (PET) scanners,2003,0.31
KOR,Korea,MAMM,Mammographs,2022,71.71
KOR,Korea,MAMM,Mammographs,2021,67.76
KOR,Korea,MAMM,Mammographs,2020,65.09
KOR,Korea,MAMM,Mammographs,2019,63.32
KOR,Korea,MAMM,Mammographs,2018,61.63
KOR,Korea,MAMM,Mammographs,2017,59.64
KOR,Korea,MAMM,Mammographs,2016,57.85
KOR,Korea,MAMM,Mammographs,2015,54.65
KOR,Korea,MAMM,Mammographs,2014,54.03
KOR,Korea,MAMM,Mammographs,2013,55.46
KOR,Korea,MAMM,Mammographs,2012,54.6
KOR,Korea,MAMM,Mammographs,2011,51.95
KOR,Korea,MAMM,Mammographs,2010,48.71
KOR,Korea,MAMM,Mammographs,2009,49.36
KOR,Korea,MAMM,Mammographs,2008,46.87
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2017,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2016,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2015,0
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2008,6.89
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2007,5
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2006,2.71
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2005,2.68
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2004,0.88
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2003,1.31
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2022,19.69
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2021,17.52
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2020,15.79
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2019,15.15
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2018,13.49
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2017,13.9
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2016,13.78
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2015,12.64
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2014,12.54
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2013,10.43
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2012,9.83
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2011,9.22
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2010,8.1
LVA,Latvia,MRI,Magnetic resonance imaging (MRI) units,2009,7.47
LVA,Latvia,GAMMA,Gamma cameras,2017,3.6
LVA,Latvia,GAMMA,Gamma cameras,2016,3.06
LVA,Latvia,GAMMA,Gamma cameras,2015,3.03
LVA,Latvia,GAMMA,Gamma cameras,2014,3.01
LVA,Latvia,GAMMA,Gamma cameras,2013,2.98
LVA,Latvia,GAMMA,Gamma cameras,2012,2.95
LVA,Latvia,GAMMA,Gamma cameras,2011,2.91
LVA,Latvia,GAMMA,Gamma cameras,2010,2.86
LVA,Latvia,GAMMA,Gamma cameras,2009,1.87
LVA,Latvia,GAMMA,Gamma cameras,2008,2.76
LVA,Latvia,GAMMA,Gamma cameras,2007,1.82
LVA,Latvia,GAMMA,Gamma cameras,2006,1.8
LVA,Latvia,GAMMA,Gamma cameras,2005,1.34
LVA,Latvia,GAMMA,Gamma cameras,2004,0.88
LVA,Latvia,GAMMA,Gamma cameras,2003,1.31
LVA,Latvia,RT,Radiation therapy equipment,2018,5.71
LVA,Latvia,RT,Radiation therapy equipment,2017,5.15
LVA,Latvia,RT,Radiation therapy equipment,2016,5.1
LVA,Latvia,RT,Radiation therapy equipment,2015,4.04
LVA,Latvia,RT,Radiation therapy equipment,2014,4.01
LVA,Latvia,RT,Radiation therapy equipment,2013,3.97
LVA,Latvia,RT,Radiation therapy equipment,2012,3.93
LVA,Latvia,RT,Radiation therapy equipment,2011,3.88
LVA,Latvia,RT,Radiation therapy equipment,2010,3.81
LVA,Latvia,RT,Radiation therapy equipment,2009,2.33
LVA,Latvia,RT,Radiation therapy equipment,2008,4.13
LVA,Latvia,RT,Radiation therapy equipment,2007,3.64
LVA,Latvia,RT,Radiation therapy equipment,2006,3.61
LVA,Latvia,RT,Radiation therapy equipment,2005,2.23
LVA,Latvia,RT,Radiation therapy equipment,2004,0.88
LVA,Latvia,RT,Radiation therapy equipment,2003,1.31
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2014,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2013,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2012,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2011,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2010,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2009,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2008,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2007,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2006,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2005,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2004,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2003,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2002,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2001,0
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2000,0
LVA,Latvia,MAMM,Mammographs,2022,26.61
LVA,Latvia,MAMM,Mammographs,2021,27.07
LVA,Latvia,MAMM,Mammographs,2020,27.89
LVA,Latvia,MAMM,Mammographs,2019,27.69
LVA,Latvia,MAMM,Mammographs,2018,26.47
LVA,Latvia,MAMM,Mammographs,2017,26.26
LVA,Latvia,MAMM,Mammographs,2016,25
LVA,Latvia,MAMM,Mammographs,2015,25.28
LVA,Latvia,MAMM,Mammographs,2014,23.07
LVA,Latvia,MAMM,Mammographs,2013,23.35
LVA,Latvia,MAMM,Mammographs,2012,22.62
LVA,Latvia,MAMM,Mammographs,2011,23.3
LVA,Latvia,MAMM,Mammographs,2010,20.5
LVA,Latvia,MAMM,Mammographs,2009,17.74
LVA,Latvia,MAMM,Mammographs,2008,16.08
LVA,Latvia,MAMM,Mammographs,2007,15
LVA,Latvia,MAMM,Mammographs,2006,14.88
LVA,Latvia,MAMM,Mammographs,2005,14.74
LVA,Latvia,MAMM,Mammographs,2004,12.37
LVA,Latvia,MAMM,Mammographs,2003,11.8
LVA,Latvia,MAMM,Mammographs,2002,14.29
LVA,Latvia,MAMM,Mammographs,2001,14.12
LVA,Latvia,MAMM,Mammographs,2000,13.94
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2022,39.91
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2021,37.69
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2020,37.37
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2019,37.1
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2018,38.4
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2017,39.13
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2016,36.22
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2015,36.91
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2014,36.11
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2013,34.77
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2012,32.45
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2011,31.07
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2010,29.08
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2009,25.68
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2008,23.89
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2007,21.82
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2006,18.49
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2005,18.31
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2004,15.02
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2003,13.55
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2002,9.09
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2001,8.99
LVA,Latvia,CT_SCAN,Computed tomography (CT) scanners,2000,8.87
LVA,Latvia,GAMMA,Gamma cameras,2022,3.19
LVA,Latvia,GAMMA,Gamma cameras,2021,3.18
LVA,Latvia,GAMMA,Gamma cameras,2020,3.16
LVA,Latvia,GAMMA,Gamma cameras,2019,3.66
LVA,Latvia,GAMMA,Gamma cameras,2018,3.63
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2022,1.06
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2021,1.06
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2020,1.05
LVA,Latvia,PET_SCAN,Positron emission tomography (PET) scanners,2019,1.57
LTU,Lithuania,RT,Radiation therapy equipment,2011,6.61
LTU,Lithuania,RT,Radiation therapy equipment,2010,4.52
