REF_AREA,Reference area,MEASURE,Measure,TIME_PERIOD,OBS_VALUE
CHE,Switzerland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,178.1
CHE,Switzerland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,143.8
USA,United States,ADMRASTH,Asthma hospital admission,2017,38.5
USA,United States,ADMRASTH,Asthma hospital admission,2016,39.5
USA,United States,ADMRASTH,Asthma hospital admission,2014,92.5
USA,United States,ADMRASTH,Asthma hospital admission,2020,23.4
USA,United States,ADMRASTH,Asthma hospital admission,2019,37.3
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2006,211.6
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2022,107.5
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2021,112.5
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2005,208.3
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2004,226.6
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2003,304.3
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2002,288.2
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2001,276.4
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2000,355
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2020,110.2
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2019,136.7
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2018,157.8
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,197.6
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,215.2
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,200.5
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,206.3
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2013,180.1
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,217.7
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,192.6
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2010,195.7
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2009,214.7
ISL,Iceland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2008,228.4
ROU,Romania,ADMRDBUC,Diabetes hospital admission,2014,350.3
ROU,Romania,ADMRDBUC,Diabetes hospital admission,2021,147.9
ROU,Romania,ADMRDBUC,Diabetes hospital admission,2020,158.8
ROU,Romania,ADMRDBUC,Diabetes hospital admission,2019,351.6
ROU,Romania,ADMRDBUC,Diabetes hospital admission,2018,355.9
ROU,Romania,ADMRDBUC,Diabetes hospital admission,2017,357
ROU,Romania,ADMRDBUC,Diabetes hospital admission,2016,353.2
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2014,52.5
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2013,50.9
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2012,53.9
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2011,55
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2010,56
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2009,54.8
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2008,56.6
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2007,58.5
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2006,60.4
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2021,43
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2020,44.9
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2019,50.6
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2018,51.5
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2017,52
CHE,Switzerland,ADMRHYPT,Hypertension hospital admission,2016,52.7
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2015,18.8
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2014,19.3
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2012,23.9
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2011,21.5
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2010,22.4
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2009,20.6
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2008,20.1
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2007,18.8
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2006,19
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2021,11.8
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2020,13.2
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2019,14.9
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2018,15.2
NLD,Netherlands,ADMRHYPT,Hypertension hospital admission,2017,17.5
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2007,22.6
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2006,22.7
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2021,16.6
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2005,22.5
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2004,22.2
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2003,24.3
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2002,23.4
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2001,22.2
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2000,23.5
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2020,16.8
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2019,19.2
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2018,17.6
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2017,19
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2016,18
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2015,18.3
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2014,17.6
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2013,17.3
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2012,20.1
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2011,17.9
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2010,18.1
ISR,Israel,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2009,18
LVA,Latvia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,7.9
LVA,Latvia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,6.5
LVA,Latvia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,6.7
LVA,Latvia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,8.7
LVA,Latvia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2020,8.2
LVA,Latvia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,7.4
LVA,Latvia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,8.8
ISR,Israel,ADMRASTH,Asthma hospital admission,2007,73.1
ISR,Israel,ADMRASTH,Asthma hospital admission,2006,82.7
ISR,Israel,ADMRASTH,Asthma hospital admission,2021,30.3
ISR,Israel,ADMRASTH,Asthma hospital admission,2005,78.1
ISR,Israel,ADMRASTH,Asthma hospital admission,2004,82.4
ISR,Israel,ADMRASTH,Asthma hospital admission,2003,97.7
ISR,Israel,ADMRASTH,Asthma hospital admission,2002,97.5
ISR,Israel,ADMRASTH,Asthma hospital admission,2001,95.7
ISR,Israel,ADMRASTH,Asthma hospital admission,2000,98.5
ISR,Israel,ADMRASTH,Asthma hospital admission,2020,22.8
ISR,Israel,ADMRASTH,Asthma hospital admission,2019,41
ISR,Israel,ADMRASTH,Asthma hospital admission,2018,44.2
ISR,Israel,ADMRASTH,Asthma hospital admission,2017,44.3
ISR,Israel,ADMRASTH,Asthma hospital admission,2016,47.8
ISR,Israel,ADMRASTH,Asthma hospital admission,2015,51.4
ISR,Israel,ADMRASTH,Asthma hospital admission,2014,50.1
ISR,Israel,ADMRASTH,Asthma hospital admission,2013,52.5
ISR,Israel,ADMRASTH,Asthma hospital admission,2012,54.1
ISR,Israel,ADMRASTH,Asthma hospital admission,2011,53.6
ISR,Israel,ADMRASTH,Asthma hospital admission,2010,57.5
ISR,Israel,ADMRASTH,Asthma hospital admission,2009,65.1
HUN,Hungary,ADMRASTH,Asthma hospital admission,2005,152.2
HUN,Hungary,ADMRASTH,Asthma hospital admission,2004,172.9
HUN,Hungary,ADMRASTH,Asthma hospital admission,2012,75.5
HUN,Hungary,ADMRASTH,Asthma hospital admission,2011,75.3
HUN,Hungary,ADMRASTH,Asthma hospital admission,2010,76.3
HUN,Hungary,ADMRASTH,Asthma hospital admission,2009,76.5
HUN,Hungary,ADMRASTH,Asthma hospital admission,2008,76.9
HUN,Hungary,ADMRASTH,Asthma hospital admission,2007,79.7
TUR,Türkiye,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,4
TUR,Türkiye,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,3.9
FIN,Finland,ADMRASTH,Asthma hospital admission,2007,100.9
FIN,Finland,ADMRASTH,Asthma hospital admission,2006,110.1
FIN,Finland,ADMRASTH,Asthma hospital admission,2021,26.5
FIN,Finland,ADMRASTH,Asthma hospital admission,2005,129.1
FIN,Finland,ADMRASTH,Asthma hospital admission,2004,143.1
FIN,Finland,ADMRASTH,Asthma hospital admission,2003,165.4
FIN,Finland,ADMRASTH,Asthma hospital admission,2002,175.2
FIN,Finland,ADMRASTH,Asthma hospital admission,2001,199.1
FIN,Finland,ADMRASTH,Asthma hospital admission,2000,216.6
FIN,Finland,ADMRASTH,Asthma hospital admission,2020,32.5
FIN,Finland,ADMRASTH,Asthma hospital admission,2019,44.2
FIN,Finland,ADMRASTH,Asthma hospital admission,2018,43.6
FIN,Finland,ADMRASTH,Asthma hospital admission,2017,51.7
FIN,Finland,ADMRASTH,Asthma hospital admission,2016,48.1
FIN,Finland,ADMRASTH,Asthma hospital admission,2015,55.9
FIN,Finland,ADMRASTH,Asthma hospital admission,2014,61.6
FIN,Finland,ADMRASTH,Asthma hospital admission,2013,62.8
FIN,Finland,ADMRASTH,Asthma hospital admission,2012,69.8
FIN,Finland,ADMRASTH,Asthma hospital admission,2011,69.4
FIN,Finland,ADMRASTH,Asthma hospital admission,2010,75
FIN,Finland,ADMRASTH,Asthma hospital admission,2009,84.1
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2019,81.7
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2018,79.2
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2017,74.6
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2016,72.5
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2015,73.2
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2014,70
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2013,70.8
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2012,70.7
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2011,73.4
GBR,United Kingdom,ADMRDBUC,Diabetes hospital admission,2021,79.6
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2013,317.9
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,333.5
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,334.6
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2010,339.3
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2009,336.9
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2008,346.5
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2007,359.7
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2006,363.3
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2005,385
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2021,226.2
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2020,232.6
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2019,302.5
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2018,300.2
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,321.1
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,322.3
DNK,Denmark,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,332.7
AUS,Australia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,359.1
AUS,Australia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,396.4
AUS,Australia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,414.9
AUS,Australia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,428.3
AUS,Australia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,405.2
AUS,Australia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,396.2
AUS,Australia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,384.5
AUS,Australia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,401.9
AUS,Australia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,411
ROU,Romania,ADMRASTH,Asthma hospital admission,2014,45.6
ROU,Romania,ADMRASTH,Asthma hospital admission,2021,9.2
ROU,Romania,ADMRASTH,Asthma hospital admission,2020,12.7
ROU,Romania,ADMRASTH,Asthma hospital admission,2019,28.2
ROU,Romania,ADMRASTH,Asthma hospital admission,2018,31.4
ROU,Romania,ADMRASTH,Asthma hospital admission,2017,33
ROU,Romania,ADMRASTH,Asthma hospital admission,2016,36.1
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2017,514.4
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2016,460.4
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2015,447
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2014,456
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2013,396
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2012,468.7
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2011,441.5
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2010,449.7
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2009,444.2
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2021,364.1
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2020,425.6
SVK,Slovak Republic,ADMRCHFL,Congestive heart failure hospital admission,2019,526.1
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2015,270
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2014,276.1
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2013,283.8
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2012,289.6
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2011,294.3
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2010,299.7
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2009,296.5
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2008,294
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2007,289.8
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2021,196.2
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2020,178.4
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2019,208.3
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2018,242.7
SWE,Sweden,ADMRCHFL,Congestive heart failure hospital admission,2017,253.6
ROU,Romania,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2014,13.4
ROU,Romania,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2021,15.3
ROU,Romania,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2020,14.1
ROU,Romania,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2019,17.4
ROU,Romania,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2018,17.1
ROU,Romania,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2017,16.5
ROU,Romania,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2016,15.1
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2015,186.4
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,179.3
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2012,218.5
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2011,212.5
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2010,222.6
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2009,219.4
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2008,210.1
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2007,212.7
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2006,211.5
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2021,159.5
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2020,155.8
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2019,176.5
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2018,169.3
NLD,Netherlands,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2017,178.7
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,6
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,6.5
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,6.1
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,5.9
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,7.8
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,7.6
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,7.3
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2009,6.3
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2008,6.9
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,3.9
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2020,4.7
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,5.3
NOR,Norway,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,5.5
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2002,321.3
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2001,316.2
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2000,340.7
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2022,259
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2021,219.2
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2020,256.2
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2019,360.9
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2018,374
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,377.1
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,394.8
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,392.9
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,392.5
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2013,407.2
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,410.8
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,390.4
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2010,372.4
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2009,397.6
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2008,436.5
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2007,438.4
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2006,425.9
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2005,407.2
IRL,Ireland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2004,321.8
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2017,141.1
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2016,146.4
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2015,148.7
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,157.3
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2013,164
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2012,174.5
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2011,176
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2010,174.8
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2009,167
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2021,67.6
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2020,66.7
MEX,Mexico,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2019,116.8
USA,United States,ADMRHYPT,Hypertension hospital admission,2017,59.7
USA,United States,ADMRHYPT,Hypertension hospital admission,2016,48
USA,United States,ADMRHYPT,Hypertension hospital admission,2014,50.8
USA,United States,ADMRHYPT,Hypertension hospital admission,2020,50.6
USA,United States,ADMRHYPT,Hypertension hospital admission,2019,60.6
COL,Colombia,ADMRHYPT,Hypertension hospital admission,2017,56.6
COL,Colombia,ADMRHYPT,Hypertension hospital admission,2016,42.5
COL,Colombia,ADMRHYPT,Hypertension hospital admission,2015,65.7
COL,Colombia,ADMRHYPT,Hypertension hospital admission,2014,85.6
COL,Colombia,ADMRHYPT,Hypertension hospital admission,2013,60.3
COL,Colombia,ADMRHYPT,Hypertension hospital admission,2012,59.5
COL,Colombia,ADMRHYPT,Hypertension hospital admission,2011,63.1
COL,Colombia,ADMRHYPT,Hypertension hospital admission,2010,29
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2016,2.4
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2015,2.4
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2014,2.7
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2013,2.7
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2012,3
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2011,2.9
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2010,3
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2009,3.2
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2008,3.1
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2021,2.5
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2020,2.4
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2019,2.3
KOR,Korea,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2018,2.5
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,177.8
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2010,188
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2009,182.4
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2008,189.7
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2007,184.3
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2006,189.9
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2005,197.2
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2004,213.6
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2003,232.5
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2021,129.5
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2020,95.4
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2019,215
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2018,216.7
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,194
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,190.2
LUX,Luxembourg,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2013,179.2
HUN,Hungary,ADMRHYPT,Hypertension hospital admission,2012,15.4
HUN,Hungary,ADMRHYPT,Hypertension hospital admission,2011,16.7
HUN,Hungary,ADMRHYPT,Hypertension hospital admission,2010,18.7
HUN,Hungary,ADMRHYPT,Hypertension hospital admission,2009,18.5
HUN,Hungary,ADMRHYPT,Hypertension hospital admission,2008,20.5
HUN,Hungary,ADMRHYPT,Hypertension hospital admission,2007,21.8
HUN,Hungary,ADMRHYPT,Hypertension hospital admission,2006,30.2
HUN,Hungary,ADMRHYPT,Hypertension hospital admission,2005,33.3
POL,Poland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,8.1
POL,Poland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,7.3
POL,Poland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,7.9
POL,Poland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,7.4
POL,Poland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,6.8
POL,Poland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,6.3
POL,Poland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,6.5
POL,Poland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2009,6.2
POL,Poland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2008,5.5
