REF_AREA,Reference area,MEASURE,Medical technology,TIME_PERIOD,OBS_VALUE
JPN,Japan,MTU,Positron emission tomography (PET) scanners,2008,3.67
JPN,Japan,MTU,Positron emission tomography (PET) scanners,2005,2.18
JPN,Japan,MTU,Positron emission tomography (PET) scanners,2002,0.44
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,2020,57.39
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,2017,55.12
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,2014,51.69
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,2011,46.86
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,2008,42.96
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,2005,40.14
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,2002,35.32
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,1999,23.19
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,1996,18.75
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,1993,12.48
JPN,Japan,MTU,Magnetic resonance imaging (MRI) units,1990,6.12
KOR,Korea,MTU,Mammographs,2006,33.98
KOR,Korea,MTU,Mammographs,2005,28.81
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,1997,5.14
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,1996,4.7
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,1995,3.86
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,1994,2.87
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,1993,1.81
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,1992,1.39
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2013,24.35
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2012,23.37
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2011,21.27
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2010,19.88
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2009,18.74
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2008,17.43
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2007,15.96
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2006,13.56
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2005,12.12
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2004,11.04
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2003,8.98
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2002,7.85
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2001,6.8
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2000,5.4
KOR,Korea,MTU,Computed tomography (CT) scanners,2014,36.85
KOR,Korea,MTU,Computed tomography (CT) scanners,2013,37.5
KOR,Korea,MTU,Computed tomography (CT) scanners,2012,36.93
KOR,Korea,MTU,Computed tomography (CT) scanners,2011,35.79
KOR,Korea,MTU,Computed tomography (CT) scanners,2010,35.17
KOR,Korea,MTU,Computed tomography (CT) scanners,2009,36.71
KOR,Korea,MTU,Computed tomography (CT) scanners,2008,36.45
KOR,Korea,MTU,Computed tomography (CT) scanners,2007,36.95
KOR,Korea,MTU,Computed tomography (CT) scanners,2006,33.63
KOR,Korea,MTU,Computed tomography (CT) scanners,2005,32.31
KOR,Korea,MTU,Computed tomography (CT) scanners,2004,31.51
KOR,Korea,MTU,Computed tomography (CT) scanners,2003,31.86
KOR,Korea,MTU,Computed tomography (CT) scanners,2002,30.94
KOR,Korea,MTU,Computed tomography (CT) scanners,2001,27.3
KOR,Korea,MTU,Computed tomography (CT) scanners,2000,28.38
KOR,Korea,MTU,Computed tomography (CT) scanners,1999,22.97
KOR,Korea,MTU,Computed tomography (CT) scanners,1998,23.07
KOR,Korea,MTU,Computed tomography (CT) scanners,1997,21.02
KOR,Korea,MTU,Computed tomography (CT) scanners,1996,20.12
KOR,Korea,MTU,Computed tomography (CT) scanners,1995,15.5
KOR,Korea,MTU,Computed tomography (CT) scanners,1994,13.69
KOR,Korea,MTU,Computed tomography (CT) scanners,1993,12.22
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2022,37.46
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2021,35.48
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2020,34.24
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2019,31.99
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2018,30.11
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2017,29.13
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2016,27.82
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2015,26.27
KOR,Korea,MTU,Magnetic resonance imaging (MRI) units,2014,25.5
KOR,Korea,MTU,Mammographs,2004,27.14
KOR,Korea,MTU,Mammographs,2003,24.76
KOR,Korea,MTU,Mammographs,2002,19.41
KOR,Korea,MTU,Mammographs,2001,13.53
KOR,Korea,MTU,Mammographs,2000,13.25
KOR,Korea,MTU,Radiation therapy equipment,2022,6.86
KOR,Korea,MTU,Radiation therapy equipment,2021,6.82
KOR,Korea,MTU,Radiation therapy equipment,2020,6.62
KOR,Korea,MTU,Radiation therapy equipment,2019,6.41
KOR,Korea,MTU,Radiation therapy equipment,2018,6.24
KOR,Korea,MTU,Radiation therapy equipment,2017,6.09
KOR,Korea,MTU,Radiation therapy equipment,2016,5.84
KOR,Korea,MTU,Radiation therapy equipment,2015,5.68
KOR,Korea,MTU,Radiation therapy equipment,2014,5.6
KOR,Korea,MTU,Radiation therapy equipment,2013,5.63
KOR,Korea,MTU,Radiation therapy equipment,2012,5.4
KOR,Korea,MTU,Radiation therapy equipment,2011,5.55
KOR,Korea,MTU,Radiation therapy equipment,2010,5.43
KOR,Korea,MTU,Radiation therapy equipment,2009,5.27
KOR,Korea,MTU,Radiation therapy equipment,2008,5.01
KOR,Korea,MTU,Radiation therapy equipment,2007,5.07
KOR,Korea,MTU,Radiation therapy equipment,2006,4.69
KOR,Korea,MTU,Radiation therapy equipment,2005,4.52
KOR,Korea,MTU,Radiation therapy equipment,2004,4.58
KOR,Korea,MTU,Radiation therapy equipment,2003,4.59
KOR,Korea,MTU,Radiation therapy equipment,2002,4.47
KOR,Korea,MTU,Radiation therapy equipment,2001,4.75
KOR,Korea,MTU,Radiation therapy equipment,2000,5.32
KOR,Korea,MTU,Radiation therapy equipment,1999,4.93
KOR,Korea,MTU,Radiation therapy equipment,1998,3.85
KOR,Korea,MTU,Radiation therapy equipment,1997,3.79
KOR,Korea,MTU,Radiation therapy equipment,1996,3.54
KOR,Korea,MTU,Radiation therapy equipment,1995,4.08
KOR,Korea,MTU,Radiation therapy equipment,1994,4.01
KOR,Korea,MTU,Radiation therapy equipment,1993,4.5
KOR,Korea,MTU,Radiation therapy equipment,1992,4.5
KOR,Korea,MTU,Gamma cameras,2022,6.04
KOR,Korea,MTU,Gamma cameras,2021,5.99
KOR,Korea,MTU,Gamma cameras,2020,6.02
KOR,Korea,MTU,Gamma cameras,2019,5.85
KOR,Korea,MTU,Gamma cameras,2018,5.93
KOR,Korea,MTU,Gamma cameras,2017,5.9
KOR,Korea,MTU,Gamma cameras,2016,5.86
KOR,Korea,MTU,Gamma cameras,2015,5.76
KOR,Korea,MTU,Gamma cameras,2014,5.73
KOR,Korea,MTU,Gamma cameras,2013,5.65
KOR,Korea,MTU,Gamma cameras,2012,5.5
KOR,Korea,MTU,Gamma cameras,2011,5.31
KOR,Korea,MTU,Gamma cameras,2010,4.8
KOR,Korea,MTU,Gamma cameras,2009,4.6
KOR,Korea,MTU,Gamma cameras,2008,4.3
KOR,Korea,MTU,Gamma cameras,2007,4.54
KOR,Korea,MTU,Gamma cameras,2006,3.22
KOR,Korea,MTU,Gamma cameras,2005,3.05
KOR,Korea,MTU,Gamma cameras,2004,2.89
KOR,Korea,MTU,Gamma cameras,2003,2.78
KOR,Korea,MTU,Computed tomography (CT) scanners,2022,44.45
KOR,Korea,MTU,Computed tomography (CT) scanners,2021,42.19
KOR,Korea,MTU,Computed tomography (CT) scanners,2020,40.59
KOR,Korea,MTU,Computed tomography (CT) scanners,2019,39.58
KOR,Korea,MTU,Computed tomography (CT) scanners,2018,38.6
KOR,Korea,MTU,Computed tomography (CT) scanners,2017,38.24
KOR,Korea,MTU,Computed tomography (CT) scanners,2016,37.82
KOR,Korea,MTU,Computed tomography (CT) scanners,2015,37.03
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2022,3.37
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2021,3.46
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2020,3.61
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2019,3.69
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2018,3.78
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2017,3.89
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2016,4.06
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2015,3.96
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2014,4.08
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2013,4.1
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2012,3.8
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2011,3.3
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2010,3.13
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2009,2.78
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2008,2.28
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2007,1.89
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2006,1.3
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2005,0.68
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2004,0.58
KOR,Korea,MTU,Positron emission tomography (PET) scanners,2003,0.31
KOR,Korea,MTU,Mammographs,2022,71.71
KOR,Korea,MTU,Mammographs,2021,67.76
KOR,Korea,MTU,Mammographs,2020,65.09
KOR,Korea,MTU,Mammographs,2019,63.32
KOR,Korea,MTU,Mammographs,2018,61.63
KOR,Korea,MTU,Mammographs,2017,59.64
KOR,Korea,MTU,Mammographs,2016,57.85
KOR,Korea,MTU,Mammographs,2015,54.65
KOR,Korea,MTU,Mammographs,2014,54.03
KOR,Korea,MTU,Mammographs,2013,55.46
KOR,Korea,MTU,Mammographs,2012,54.6
KOR,Korea,MTU,Mammographs,2011,51.95
KOR,Korea,MTU,Mammographs,2010,48.71
KOR,Korea,MTU,Mammographs,2009,49.36
KOR,Korea,MTU,Mammographs,2008,46.87
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2017,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2016,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2015,0
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2008,6.89
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2007,5
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2006,2.71
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2005,2.68
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2004,0.88
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2003,1.31
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2022,19.69
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2021,17.52
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2020,15.79
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2019,15.15
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2018,13.49
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2017,13.9
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2016,13.78
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2015,12.64
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2014,12.54
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2013,10.43
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2012,9.83
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2011,9.22
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2010,8.1
LVA,Latvia,MTU,Magnetic resonance imaging (MRI) units,2009,7.47
LVA,Latvia,MTU,Gamma cameras,2017,3.6
LVA,Latvia,MTU,Gamma cameras,2016,3.06
LVA,Latvia,MTU,Gamma cameras,2015,3.03
LVA,Latvia,MTU,Gamma cameras,2014,3.01
LVA,Latvia,MTU,Gamma cameras,2013,2.98
LVA,Latvia,MTU,Gamma cameras,2012,2.95
LVA,Latvia,MTU,Gamma cameras,2011,2.91
LVA,Latvia,MTU,Gamma cameras,2010,2.86
LVA,Latvia,MTU,Gamma cameras,2009,1.87
LVA,Latvia,MTU,Gamma cameras,2008,2.76
LVA,Latvia,MTU,Gamma cameras,2007,1.82
LVA,Latvia,MTU,Gamma cameras,2006,1.8
LVA,Latvia,MTU,Gamma cameras,2005,1.34
LVA,Latvia,MTU,Gamma cameras,2004,0.88
LVA,Latvia,MTU,Gamma cameras,2003,1.31
LVA,Latvia,MTU,Radiation therapy equipment,2018,5.71
LVA,Latvia,MTU,Radiation therapy equipment,2017,5.15
LVA,Latvia,MTU,Radiation therapy equipment,2016,5.1
LVA,Latvia,MTU,Radiation therapy equipment,2015,4.04
LVA,Latvia,MTU,Radiation therapy equipment,2014,4.01
LVA,Latvia,MTU,Radiation therapy equipment,2013,3.97
LVA,Latvia,MTU,Radiation therapy equipment,2012,3.93
LVA,Latvia,MTU,Radiation therapy equipment,2011,3.88
LVA,Latvia,MTU,Radiation therapy equipment,2010,3.81
LVA,Latvia,MTU,Radiation therapy equipment,2009,2.33
LVA,Latvia,MTU,Radiation therapy equipment,2008,4.13
LVA,Latvia,MTU,Radiation therapy equipment,2007,3.64
LVA,Latvia,MTU,Radiation therapy equipment,2006,3.61
LVA,Latvia,MTU,Radiation therapy equipment,2005,2.23
LVA,Latvia,MTU,Radiation therapy equipment,2004,0.88
LVA,Latvia,MTU,Radiation therapy equipment,2003,1.31
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2014,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2013,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2012,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2011,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2010,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2009,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2008,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2007,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2006,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2005,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2004,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2003,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2002,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2001,0
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2000,0
LVA,Latvia,MTU,Mammographs,2022,26.61
LVA,Latvia,MTU,Mammographs,2021,27.07
LVA,Latvia,MTU,Mammographs,2020,27.89
LVA,Latvia,MTU,Mammographs,2019,27.69
LVA,Latvia,MTU,Mammographs,2018,26.47
LVA,Latvia,MTU,Mammographs,2017,26.26
LVA,Latvia,MTU,Mammographs,2016,25
LVA,Latvia,MTU,Mammographs,2015,25.28
LVA,Latvia,MTU,Mammographs,2014,23.07
LVA,Latvia,MTU,Mammographs,2013,23.35
LVA,Latvia,MTU,Mammographs,2012,22.62
LVA,Latvia,MTU,Mammographs,2011,23.3
LVA,Latvia,MTU,Mammographs,2010,20.5
LVA,Latvia,MTU,Mammographs,2009,17.74
LVA,Latvia,MTU,Mammographs,2008,16.08
LVA,Latvia,MTU,Mammographs,2007,15
LVA,Latvia,MTU,Mammographs,2006,14.88
LVA,Latvia,MTU,Mammographs,2005,14.74
LVA,Latvia,MTU,Mammographs,2004,12.37
LVA,Latvia,MTU,Mammographs,2003,11.8
LVA,Latvia,MTU,Mammographs,2002,14.29
LVA,Latvia,MTU,Mammographs,2001,14.12
LVA,Latvia,MTU,Mammographs,2000,13.94
LVA,Latvia,MTU,Computed tomography (CT) scanners,2022,39.91
LVA,Latvia,MTU,Computed tomography (CT) scanners,2021,37.69
LVA,Latvia,MTU,Computed tomography (CT) scanners,2020,37.37
LVA,Latvia,MTU,Computed tomography (CT) scanners,2019,37.1
LVA,Latvia,MTU,Computed tomography (CT) scanners,2018,38.4
LVA,Latvia,MTU,Computed tomography (CT) scanners,2017,39.13
LVA,Latvia,MTU,Computed tomography (CT) scanners,2016,36.22
LVA,Latvia,MTU,Computed tomography (CT) scanners,2015,36.91
LVA,Latvia,MTU,Computed tomography (CT) scanners,2014,36.11
LVA,Latvia,MTU,Computed tomography (CT) scanners,2013,34.77
LVA,Latvia,MTU,Computed tomography (CT) scanners,2012,32.45
LVA,Latvia,MTU,Computed tomography (CT) scanners,2011,31.07
LVA,Latvia,MTU,Computed tomography (CT) scanners,2010,29.08
LVA,Latvia,MTU,Computed tomography (CT) scanners,2009,25.68
LVA,Latvia,MTU,Computed tomography (CT) scanners,2008,23.89
LVA,Latvia,MTU,Computed tomography (CT) scanners,2007,21.82
LVA,Latvia,MTU,Computed tomography (CT) scanners,2006,18.49
LVA,Latvia,MTU,Computed tomography (CT) scanners,2005,18.31
LVA,Latvia,MTU,Computed tomography (CT) scanners,2004,15.02
LVA,Latvia,MTU,Computed tomography (CT) scanners,2003,13.55
LVA,Latvia,MTU,Computed tomography (CT) scanners,2002,9.09
LVA,Latvia,MTU,Computed tomography (CT) scanners,2001,8.99
LVA,Latvia,MTU,Computed tomography (CT) scanners,2000,8.87
LVA,Latvia,MTU,Gamma cameras,2022,3.19
LVA,Latvia,MTU,Gamma cameras,2021,3.18
LVA,Latvia,MTU,Gamma cameras,2020,3.16
LVA,Latvia,MTU,Gamma cameras,2019,3.66
LVA,Latvia,MTU,Gamma cameras,2018,3.63
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2022,1.06
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2021,1.06
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2020,1.05
LVA,Latvia,MTU,Positron emission tomography (PET) scanners,2019,1.57
LTU,Lithuania,MTU,Radiation therapy equipment,2011,6.61
LTU,Lithuania,MTU,Radiation therapy equipment,2010,4.52
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2006,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2005,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2004,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2003,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2002,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2001,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2000,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2021,0.71
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2020,0.72
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2019,0.72
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2018,0.71
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2017,0.71
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2016,0.7
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2015,0.69
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2014,0.68
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2013,0.34
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2012,0.33
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2011,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2010,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2009,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2008,0
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2007,0
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2011,5.94
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2010,4.84
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2009,5.37
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2008,4.38
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2007,3.4
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2006,3.06
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2005,1.5
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2004,1.18
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2003,0.88
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2002,0.87
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2001,0.86
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2000,0.29
LTU,Lithuania,MTU,Gamma cameras,2022,3.18
LTU,Lithuania,MTU,Gamma cameras,2021,3.21
LTU,Lithuania,MTU,Gamma cameras,2020,2.86
LTU,Lithuania,MTU,Gamma cameras,2019,2.86
LTU,Lithuania,MTU,Gamma cameras,2018,2.86
LTU,Lithuania,MTU,Gamma cameras,2017,2.83
LTU,Lithuania,MTU,Gamma cameras,2016,3.14
LTU,Lithuania,MTU,Gamma cameras,2015,3.1
LTU,Lithuania,MTU,Gamma cameras,2014,3.07
LTU,Lithuania,MTU,Gamma cameras,2013,3.04
LTU,Lithuania,MTU,Gamma cameras,2012,3.01
LTU,Lithuania,MTU,Gamma cameras,2011,2.97
LTU,Lithuania,MTU,Gamma cameras,2010,2.58
LTU,Lithuania,MTU,Gamma cameras,2009,1.58
LTU,Lithuania,MTU,Gamma cameras,2008,1.25
LTU,Lithuania,MTU,Gamma cameras,2007,0.93
LTU,Lithuania,MTU,Gamma cameras,2006,0.92
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2023,0.7
LTU,Lithuania,MTU,Positron emission tomography (PET) scanners,2022,0.71
LTU,Lithuania,MTU,Radiation therapy equipment,2009,4.74
LTU,Lithuania,MTU,Radiation therapy equipment,2008,5.32
LTU,Lithuania,MTU,Radiation therapy equipment,2007,4.64
LTU,Lithuania,MTU,Radiation therapy equipment,2006,7.65
LTU,Lithuania,MTU,Radiation therapy equipment,2005,7.22
LTU,Lithuania,MTU,Mammographs,2023,19.5
LTU,Lithuania,MTU,Mammographs,2022,17.3
LTU,Lithuania,MTU,Mammographs,2021,17.81
LTU,Lithuania,MTU,Mammographs,2020,18.25
LTU,Lithuania,MTU,Mammographs,2019,15.75
LTU,Lithuania,MTU,Mammographs,2018,15.7
LTU,Lithuania,MTU,Mammographs,2017,15.91
LTU,Lithuania,MTU,Mammographs,2016,14.64
LTU,Lithuania,MTU,Mammographs,2015,14.11
LTU,Lithuania,MTU,Mammographs,2014,13.64
LTU,Lithuania,MTU,Mammographs,2013,13.18
LTU,Lithuania,MTU,Mammographs,2012,13.39
LTU,Lithuania,MTU,Mammographs,2011,14.2
LTU,Lithuania,MTU,Mammographs,2010,12.59
LTU,Lithuania,MTU,Mammographs,2009,9.17
LTU,Lithuania,MTU,Mammographs,2008,7.82
LTU,Lithuania,MTU,Mammographs,2007,5.88
LTU,Lithuania,MTU,Mammographs,2006,5.81
LTU,Lithuania,MTU,Mammographs,2005,4.21
LTU,Lithuania,MTU,Mammographs,2004,3.85
LTU,Lithuania,MTU,Mammographs,2003,4.1
LTU,Lithuania,MTU,Mammographs,2002,4.07
LTU,Lithuania,MTU,Mammographs,2001,4.03
LTU,Lithuania,MTU,Mammographs,2000,4
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2023,33.08
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2022,29.3
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2021,29.2
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2020,31.13
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2019,26.49
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2018,24.27
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2017,23.34
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2016,23.01
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2015,21
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2014,22.17
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2013,23.66
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2012,23.76
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2011,20.15
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2010,18.73
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2009,16.12
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2008,13.76
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2007,10.52
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2006,12.84
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2005,12.04
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2004,11.55
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2003,9.08
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2002,8.71
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2001,7.2
LTU,Lithuania,MTU,Computed tomography (CT) scanners,2000,6.57
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2022,16.94
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2021,14.96
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2020,14.31
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2019,13.96
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2018,12.49
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2017,12.38
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2016,12.2
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2015,11.02
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2014,10.57
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2013,10.48
LTU,Lithuania,MTU,Magnetic resonance imaging (MRI) units,2012,10.04
LTU,Lithuania,MTU,Radiation therapy equipment,2023,7.31
LTU,Lithuania,MTU,Radiation therapy equipment,2022,7.06
LTU,Lithuania,MTU,Radiation therapy equipment,2021,7.83
LTU,Lithuania,MTU,Radiation therapy equipment,2020,7.87
LTU,Lithuania,MTU,Radiation therapy equipment,2019,8.59
LTU,Lithuania,MTU,Radiation therapy equipment,2018,8.21
LTU,Lithuania,MTU,Radiation therapy equipment,2017,7.43
LTU,Lithuania,MTU,Radiation therapy equipment,2016,8.02
LTU,Lithuania,MTU,Radiation therapy equipment,2015,7.92
LTU,Lithuania,MTU,Radiation therapy equipment,2014,8.53
LTU,Lithuania,MTU,Radiation therapy equipment,2013,7.78
LUX,Luxembourg,MTU,Magnetic resonance imaging (MRI) units,2001,2.26
LUX,Luxembourg,MTU,Magnetic resonance imaging (MRI) units,2000,2.29
LUX,Luxembourg,MTU,Gamma cameras,2005,15.05
LUX,Luxembourg,MTU,Gamma cameras,2004,13.1
LUX,Luxembourg,MTU,Gamma cameras,2003,11.06
LUX,Luxembourg,MTU,Gamma cameras,2002,11.21
LUX,Luxembourg,MTU,Gamma cameras,2001,11.31
LUX,Luxembourg,MTU,Gamma cameras,2000,11.47
LUX,Luxembourg,MTU,Gamma cameras,2019,11.29
LUX,Luxembourg,MTU,Gamma cameras,2018,11.51
LUX,Luxembourg,MTU,Gamma cameras,2017,11.74
LUX,Luxembourg,MTU,Gamma cameras,2016,12.01
